ID	GA	X93978_at	X199786_at	X58484_at	X4973_at	X383_at	X107984945_at	X729230_at	X643_at	X3240_at	X4317_at	X28474_at	X10562_at	X3399_at	X79703_at	X6689_at	X6279_at	X10797_at	X7067_at	X28813_at	X26509_at	X2309_at	X306_at	X23492_at	X644588_at	X100190952_at	X820_at	X28394_at	X7295_at	X3934_at	X29760_at	X51164_at	X105369319_at	X10321_at	X28442_at	X114793_at	X677767_at	X1462_at	X56670_at	X154214_at	X1475_at	X55331_at	X759_at	X597_at	X4860_at	X4481_at	X9332_at	X390617_at	X1088_at	X3301_at	X1628_at	X6272_at	X740_at	X677809_at	X6507_at	X2040_at	X973_at	X3507_at	X6772_at	X2206_at	X9619_at	X199675_at	X64231_at	X51108_at	X6229_at	X10424_at	X2992_at	X5027_at	X6498_at
sample_669_P7E12	9.1	4.29516400246042	6.669332561423969	7.01628114110008	4.711005039223861	5.83352099004595	5.25892616755062	6.400338576129251	6.2578401085100195	5.7649551992795	6.70203001438739	7.07439759752522	5.36327423819037	6.05742638012321	5.71067996296481	5.7896295569428595	9.812723975820688	5.81505268275762	7.2254092024859204	8.70880925802437	4.94971227778522	7.60761782964501	8.71980290906606	7.70920302668622	5.466018602860401	6.6007056611984405	7.00671387267545	7.78692457699427	7.183532096384099	7.587664507888171	6.53439904250113	7.63474371804897	5.702384928845969	5.04698120068971	9.62650871745651	4.02215837248258	9.03733134388815	9.38462500266601	2.9435730411753194	3.78599785218112	6.403601505105799	5.5954985646525595	10.2091426877191	7.84174462306313	7.982461818107059	4.16583456056275	5.569670894152651	6.52315618305246	6.37441401293208	6.843866635608441	6.3339090938660005	6.67532220704772	6.768625681586009	8.024873092318058	3.58547844894996	8.305952954075611	9.492464506722538	9.32809940844017	8.755873297339361	5.05188041467713	6.14519993194481	8.02047409142856	6.85717298969741	8.99770852743741	6.34427653299	5.990265450490139	7.429599236017539	5.62225558710211	6.288753581406589
sample_100_P2D01	9.4	4.21135478518234	6.32515291991191	7.69984573073894	4.5845135294657	6.025684224993941	5.41351993018006	6.885688883432491	5.823043232681449	5.83669243667153	7.2745472176335895	5.852965160827839	6.14420062223387	5.57096653955339	5.48532624720608	5.40974625663609	9.21754338834204	5.92070006251413	7.219320919058031	7.35041667095186	5.58702556972275	8.437930633653739	8.890106382122289	7.60071865767269	5.57027521707062	5.22707080310532	7.067661520628951	7.47719101723024	7.15541531742284	8.373566934243469	5.62639116102584	7.90458609995589	6.41197784951002	5.3578266656213	8.866492701213868	4.10797525591884	8.27968245298093	9.857789163164801	3.26642919128759	3.92867539988999	6.09526333805807	6.06735235030327	11.2649036456008	6.804897493682651	8.60859246931299	4.1635296436989	6.0692384179231595	7.980116321221429	6.38316213461524	6.56231935604517	6.189851500444	7.374554298508719	6.6538714681523	7.44613389079579	3.8049170598531497	9.493889199451491	8.222166305516032	8.361629768073291	8.99956911599989	3.43592661522681	6.025486293964679	8.58975811369527	6.868409824449789	9.25795447996532	6.089989641534999	5.824891035210509	8.26269230080252	5.881093722163549	5.80844059897562
sample_189_P2E12	9.9	4.27624614685995	6.5430178051076195	6.691966344053861	4.23866639547669	6.1405233913987995	5.7328790525313496	6.55466791364133	6.196649053920781	6.162220442138491	5.18490565461516	6.43798723169816	4.90656388409196	5.923507651798579	5.70724756346287	5.5053568097440095	10.254088486923301	6.51296739885795	7.201707736160361	9.33953117785517	5.16231082205641	8.01793845020602	8.54769685785028	7.41249188247821	5.615315987354679	8.00891262433978	6.684064013985231	7.700905065473191	7.77980090941864	7.37172985700614	6.11777768630915	7.53951580952749	5.89166486158602	4.420086439095161	8.767676714630019	3.8701099157723795	10.0318389619951	9.06341245176357	5.04944707459138	4.1833467746326205	7.61576205993649	5.878168635968961	12.5334318711328	7.85579785479619	9.29181184372613	4.1786750955779794	5.217756650424	7.509868503422401	5.09883512532979	7.78953451839406	6.077492613128309	6.35376752213506	6.82948505173169	9.095328900329731	3.49169062660587	9.519327168636869	9.10542886713256	8.72722679925938	8.9957740582317	5.039579663310481	5.666427994935829	7.27263144772666	7.14303133029349	9.135570669548018	6.7963276336332905	5.99043707321245	7.2056527775684	5.71839529029446	6.108164922956481
sample_197_P3E01	10.1	4.07656427725052	6.612537179068509	7.054809252557441	4.24201803238393	6.51346744897248	5.88679069840358	6.2076556871490896	6.116036518461891	5.20794885987	5.49909139228669	7.49665654233278	5.1036761813859695	5.6736621118978	5.5331156963178705	5.61456212103153	8.28779604515939	5.57728323768193	7.33217632004601	7.70307892630901	5.00181269363673	8.030119956811921	8.25913567788343	7.69620303917158	4.78952577904947	5.08403647995022	6.46649088604599	8.15787141200172	6.8220486691358495	7.440858362569701	6.078149364561781	7.75463262669555	6.0513102205233	4.312409485561471	9.64844658197174	3.69014665102002	7.5312841307169105	8.4089844374232	2.85076375347714	3.70421866692284	5.10686372608749	5.605337013252879	10.1055676854093	6.5955795904139105	7.875140048145031	3.5409014546426403	5.45585814957937	6.94539741941059	6.13311628302711	6.37357713527591	6.246955879844481	7.2454117087345	6.82785013257558	7.02325354580513	3.5958663482211697	8.913374808619631	8.93420700261875	8.84834220640239	9.00219353630741	3.8811658233149906	6.07759361926757	7.95362758800618	6.38040750009457	8.791528760689111	5.821317510335669	6.031075115462179	7.632741366457861	5.5642575187346	5.74486371338167
sample_504_P6H03	10.1	3.9355636860562404	6.6508693696076	6.50471822182114	3.87974589966189	5.2475536766109405	5.74759271851019	6.68470611074405	6.250865524024991	5.41623866145663	4.5279290900920195	7.688584572522099	4.531156861811111	5.9478435826974705	5.807281568559341	5.79838153959363	8.946018708404731	6.02732167185971	7.217551699220571	7.91142580169925	5.17311133703925	7.56278514702393	8.587903258966769	7.5130896704716505	6.252647208247991	5.63905456878075	6.235323729251371	8.5312724023317	6.938607100639699	6.93894160224578	6.59068303293575	8.00206936193089	5.6436078111866	4.31122706412413	9.518215578712471	4.49692748770033	9.21963387855036	9.07640751337397	3.1096939488912203	3.75400164391989	5.8419797436150995	5.6699147663535	10.214891108530999	6.45262324961966	8.163368751323599	3.5951936659283104	5.591359982881089	7.3306215254983496	5.7892062208204695	6.821723558345551	6.11523719892506	7.202682288615861	6.813829334155691	7.96141661221251	3.42688250698591	8.96013771016758	9.42006697534722	9.64030207713925	10.2608174761023	4.0638176762330005	6.8713922296212395	7.26061008623649	6.491745522556321	8.73071624850988	6.183042882892621	5.76237672836802	7.616225378149049	5.810925466976349	5.96042864458269
sample_195_P3C01	10.3	4.48879326827514	6.40600975903257	6.82517953092518	3.6830460003955903	5.08646720815737	5.820104154261861	6.38840722066242	6.03211637174652	5.40046217346805	4.16442942481181	6.8886695660955795	4.30521898938997	6.01311556520567	5.57672270289882	5.55704313611866	8.707664117229871	6.03101878723475	7.35436504928146	8.20674838787338	5.89064791950211	7.84885064767964	7.57533093966716	7.539795669008861	4.89248160713536	4.96524313430786	6.48976439505848	7.90353687966307	6.83382883244722	6.45027628737723	6.1211316880536994	7.610300497638099	6.03798304265138	3.8552691790253197	9.58744992343476	4.14301233557056	8.495275980764099	9.10582942402804	2.80952048278857	3.8205214271383703	6.00356526388126	5.6862182649268	10.9137579571626	6.218926628676179	8.10168421996039	3.6365973596885497	5.399018077308839	7.78482904562116	4.70600563039849	6.401442072884411	6.38457768255706	7.06123732623421	6.8539824681627906	7.495179777725901	3.5986971196774302	8.578216004464519	8.82539220383415	8.833627954311769	9.42260805959111	3.49676578850937	6.80713803068283	7.174127030681889	6.3997250228375995	8.65280382048707	6.1886550043612	5.75657395659541	7.30649205645774	6.125288232785669	5.41783841564186
sample_481_P6A01	10.3	4.21415864142226	6.32121721880208	6.72394354215726	3.9676216670328794	5.03852135344165	6.2398509073062005	6.91815922459795	6.124573718210209	5.75378306830762	5.1125364647867	8.77703704243739	5.08860639323916	5.92679233664065	5.800979711631101	5.707649436531611	8.97091569634682	6.26617146807602	7.317365610578671	10.4871515107574	5.680867531834441	7.762100091331741	7.52951195057999	7.55954892590198	5.60818091198328	6.10924762218883	6.414861692327079	9.46263728880067	6.997280123976481	6.54308913075524	6.610160569061541	8.06406934053313	5.9119325177382605	4.09116545810548	10.9186515276441	4.0312224964164	9.27358848568042	10.0397017187143	3.2573295745829	3.63237305504943	5.91456679151757	5.90496711303074	10.361944941989	6.57275848534876	8.41330751173975	3.54866415567843	6.04394086508572	7.33443848001913	5.6922210384903	6.6331637080873795	6.4734302300815	7.423450566421269	6.9333656407407105	7.84873971334373	3.4398200377788197	8.64914257738886	9.45075087556776	9.93407619292492	9.748141971932949	3.33044729738832	6.60471013888226	7.142216739840901	7.20093916996547	8.790568677257768	6.4778610469352005	6.04733325503798	7.2268672735227595	6.280415705666241	5.90357017901119
sample_223_P3G04	10.4	4.27165555103008	6.90853520119904	6.76090822448934	4.03851186645261	5.27734164738988	5.61579953463143	6.44308948918854	6.52246840088354	5.51555089562027	5.071874955647821	7.97360182318583	4.48719414147522	5.788936212610349	5.802993566436441	6.00729890216782	8.75660376312341	6.04660434824258	7.40073724136249	9.360138721742	5.711288099675221	7.74932341933414	8.14073133642239	7.72699484903582	5.46835980175326	6.6228838048095895	6.86314246375161	8.24663209925567	6.80466155793052	6.825580548647469	6.6626892201134	7.588923907583291	5.7576602694123205	4.21371589642547	10.312005644044199	3.95852079361318	8.19907149654075	9.5148981630136	2.9353555010308496	3.7679896970431805	5.68406724655489	5.81273695451417	11.072057157481401	6.95656287933942	8.49440893300794	4.04088839223575	5.6058029058459695	7.1826675601227405	5.570049842809941	6.607046884929299	6.34459435589799	7.089112831893241	6.970739409098929	7.30658166311543	3.63687978783756	8.57816883998663	9.87265920473583	10.0223582534835	8.72638749993996	4.12806767870402	6.16310426751231	7.6665766161006905	6.7717555507517195	8.85357255632491	6.129282789182451	5.95952166947449	7.4409665779323495	5.95737960686433	5.89942973354415
sample_264_P3H09	10.4	4.40534240337275	6.8917087406704995	6.267011699668401	4.37367468841412	5.33360604243868	3.7631836899972795	6.1487348480546995	6.636565127753401	5.986431048209469	5.517842342553611	7.94014202692935	4.69675760014509	6.69449022558985	5.69396314161441	6.2294086310206405	8.88864793817607	5.87415153215838	7.35478572093971	9.09437180124188	4.68653345325059	7.54499181823169	7.69234234067935	7.76618391703449	5.19489226271894	5.18924274115862	6.95671361954006	8.39628585828831	7.019364582416849	7.21394870286438	6.854385915888179	7.512597735986731	5.90858447082605	4.31555560664038	9.869575986984051	3.78481161475443	8.48952845562596	8.74980986001321	2.87145801171943	3.6411006822573397	6.04181223811412	5.353381998477981	11.519794289165402	6.30498715791633	8.61315108107505	3.60383015500063	5.14600705630108	7.1582042528571295	5.36046491975598	6.601814790820691	6.402745140062111	6.37854742681939	6.98114671257645	7.81009598460446	3.46006558131097	8.76818787065862	9.816906522454289	9.54499640175472	8.70047061612915	4.363512566647899	5.992936875990241	7.56530739175803	6.32407063229885	8.913472424692019	5.906865450058941	5.93635658302579	7.247416495818861	5.535217163128131	5.659992592886231
sample_649_P7A10	10.4	4.3398981363644396	6.512566425739481	5.99297916038499	4.51145276796191	5.87646717594914	4.15870288794697	5.91661771515903	5.958701296531251	6.11444639554143	6.23062574493897	6.51853628754947	5.0779167640132	5.97434471483488	5.75114755962082	5.6127630756709195	8.8566593640015	6.01491499331478	7.26674158487168	6.195922295251499	5.172062065376321	8.13367202740478	7.30093739474321	7.67368898624001	5.44533006689855	4.21232947426208	6.8612997746324895	7.27147069134828	7.068504820652269	7.73483148524989	6.04262231381434	7.59283977304695	5.4554601138538805	4.87862071453348	8.358587044893829	4.02942656226283	8.41206457392022	8.222880834595049	3.24393342055857	3.6246125567933305	5.72025263256454	5.5716362757146	11.612590549368598	6.733345936101509	8.70126430633925	3.61068327083172	5.11951771655828	7.746446924543151	6.32099494520674	6.8782699898488895	6.325588247266929	6.80018477016066	6.74830756341666	7.06264361881899	3.57590709222706	8.95742289378488	8.56336856426346	8.64468052939256	9.46176581316508	3.79973649086292	5.82308562879917	6.1080158232434	5.989747327188599	9.04420671359328	6.183569970685951	5.98302509706339	6.99378719113659	5.750351123807441	5.63049641333126
